Local Traces SL in % - Simulacao gerada a partir do modelo de coracao do CircAdapt
Number of Frames 835	 MVO = 0.6545 MVC = 0.2728 AVO = 0.3360
FR= XX Left Marker Time=0.000000000 Right Marker Time=0.833333333 ES Time=0.586034402
Time (s) 		      RED    	     BLUE    	  MAGENTA    	    GREEN    	  GLOBAL     	ECG : 
0.269784173		-3.734351885	-3.701565455	-3.535054899	-3.394266149	-3.591309597	0.000000000
0.270783373		-3.805035801	-3.778426902	-3.618403583	-3.479400451	-3.670316684	0.000000000
0.271782574		-3.872774510	-3.852730434	-3.699824879	-3.562936319	-3.747066535	0.000000000
0.272781775		-3.937515743	-3.924417313	-3.779251656	-3.644802596	-3.821496827	0.000000000
0.273780975		-3.999145067	-3.993366728	-3.856553928	-3.724864368	-3.893482523	0.000000000
0.274780176		-4.057670795	-4.059580126	-3.931725665	-3.803112885	-3.963022368	0.000000000
0.275779376		-4.112741193	-4.122701186	-4.004400539	-3.879174534	-4.029754363	0.000000000
0.276778577		-4.165091367	-4.183451653	-4.075295263	-3.953771343	-4.094402407	0.000000000
0.277777778		-4.214294425	-4.241398937	-4.143964119	-4.026447991	-4.156526368	0.000000000
0.278776978		-4.260375593	-4.296559237	-4.210412900	-4.097206344	-4.216138518	0.000000000
0.279776179		-4.303160131	-4.348751248	-4.274450713	-4.165850404	-4.273053124	0.000000000
0.280775380		-4.342697086	-4.398014352	-4.336106061	-4.232404837	-4.327305584	0.000000000
0.281774580		-4.379015347	-4.444367692	-4.395386875	-4.296873459	-4.378910843	0.000000000
0.282773781		-4.412194405	-4.487878836	-4.452346109	-4.359303524	-4.427930719	0.000000000
0.283772982		-4.442114745	-4.528420882	-4.506847451	-4.419554530	-4.474234402	0.000000000
0.284772182		-4.468842688	-4.566048083	-4.558930101	-4.477659712	-4.517870146	0.000000000
0.285771383		-4.492469759	-4.600839065	-4.608656398	-4.533674911	-4.558910033	0.000000000
0.286770584		-4.512877242	-4.632667118	-4.655888978	-4.587457961	-4.597222824	0.000000000
0.287769784		-4.530178011	-4.661631611	-4.700710315	-4.639084746	-4.632901171	0.000000000
0.288768985		-4.544339840	-4.687689892	-4.743063788	-4.688492611	-4.665896533	0.000000000
0.289768185		-4.555367675	-4.710835853	-4.782928595	-4.735654532	-4.696196664	0.000000000
0.290767386		-4.563348708	-4.731143061	-4.820360344	-4.780618717	-4.723867707	0.000000000
0.291766587		-4.568196962	-4.748517033	-4.855252498	-4.823273148	-4.748809910	0.000000000
0.292765787		-4.570069545	-4.763099166	-4.887725493	-4.863729611	-4.771155954	0.000000000
0.293764988		-4.568881748	-4.774796443	-4.917674208	-4.901877408	-4.790807452	0.000000000
