Local Traces SL in % - Simulacao gerada a partir do modelo de coracao do CircAdapt
Number of Frames 835	 MVO = 0.7144 MVC = 0.2568
FR= XX Left Marker Time=0.000000000 Right Marker Time=0.833333333 ES Time=0.640073941
Time (s) 		      RED    	     BLUE    	  MAGENTA    	    GREEN    	  GLOBAL     	ECG : 
0.265787370		2.710746278	-6.410085098	-5.394990536	-4.916089275	-3.502604658	0.000000000
0.266786571		2.740479572	-6.493289333	-5.476225787	-4.994278853	-3.555828600	0.000000000
0.267785771		2.768998263	-6.573486251	-5.555406903	-5.070745941	-3.607660208	0.000000000
0.268784972		2.796335373	-6.650813353	-5.632688480	-5.145654539	-3.658205250	0.000000000
0.269784173		2.822480029	-6.725169843	-5.707963247	-5.218892946	-3.707386502	0.000000000
0.270783373		2.847467552	-6.796694384	-5.781381379	-5.290618519	-3.755306682	0.000000000
0.271782574		2.871252815	-6.865110497	-5.852646703	-5.360522589	-3.801756743	0.000000000
0.272781775		2.893875160	-6.930567857	-5.921919152	-5.428772163	-3.846846003	0.000000000
0.273780975		2.915295645	-6.992796398	-5.988912250	-5.495070096	-3.890370774	0.000000000
0.274780176		2.935613509	-7.052301399	-6.054155595	-5.559964836	-3.932702080	0.000000000
0.275779376		2.954805871	-7.108874113	-6.117422837	-5.623219983	-3.973677765	0.000000000
0.276778577		2.972874710	-7.162464141	-6.178655779	-5.684774177	-4.013254847	0.000000000
0.277777778		2.989802693	-7.212941479	-6.237714374	-5.744482211	-4.051333843	0.000000000
0.278776978		3.005647015	-7.260523785	-6.294815867	-5.802565577	-4.088064554	0.000000000
0.279776179		3.020392571	-7.305082537	-6.349819861	-5.858878210	-4.123347009	0.000000000
0.280775380		3.034081513	-7.346760925	-6.402862909	-5.913557390	-4.157274928	0.000000000
0.281774580		3.046691397	-7.385394866	-6.453768280	-5.966420120	-4.189722967	0.000000000
0.282773781		3.058283305	-7.421218306	-6.502761167	-6.017692998	-4.220847291	0.000000000
0.283772982		3.068848883	-7.454130791	-6.549727675	-6.067256690	-4.250566568	0.000000000
0.284772182		3.078407689	-7.484167420	-6.594690119	-6.115130463	-4.278895078	0.000000000
0.285771383		3.086970091	-7.511321417	-6.637628229	-6.161290177	-4.305817433	0.000000000
0.286770584		3.094555943	-7.535629172	-6.678564020	-6.205754324	-4.331347893	0.000000000
0.287769784		3.101180692	-7.557109956	-6.717502483	-6.248524327	-4.355489019	0.000000000
